product_name,product_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
construcao_ferramentas_construcao,1.0,10100.0,48.0,34.0,37.0
relogios_presentes,2.0,200.0,20.0,7.0,15.0
cool_stuff,3.0,1400.0,30.0,30.0,25.0
cool_stuff,2.0,500.0,45.0,8.0,49.0
moveis_escritorio,1.0,3125.0,45.0,55.0,16.0
automotivo,6.0,1075.0,53.0,4.0,40.0
cama_mesa_banho,1.0,300.0,18.0,8.0,18.0
esporte_lazer,5.0,1550.0,40.0,20.0,20.0
fashion_calcados,4.0,1400.0,22.0,12.0,33.0
telefonia,1.0,700.0,25.0,2.0,25.0
bebes,1.0,10700.0,40.0,40.0,40.0
pet_shop,1.0,158.0,21.0,8.0,16.0
informatica_acessorios,5.0,200.0,21.0,7.0,14.0
eletronicos,3.0,200.0,31.0,18.0,38.0
relogios_presentes,1.0,800.0,18.0,10.0,17.0
moveis_decoracao,3.0,313.0,24.0,15.0,14.0
cama_mesa_banho,1.0,15150.0,63.0,30.0,43.0
beleza_saude,1.0,2163.0,30.0,21.0,25.0
telefonia,4.0,300.0,17.0,4.0,12.0
cama_mesa_banho,2.0,2500.0,45.0,20.0,35.0
market_place,5.0,150.0,16.0,9.0,11.0
cama_mesa_banho,1.0,1100.0,20.0,16.0,20.0
cama_mesa_banho,1.0,700.0,25.0,15.0,20.0
fashion_bolsas_e_acessorios,3.0,150.0,18.0,9.0,11.0
telefonia,3.0,150.0,18.0,6.0,11.0
brinquedos,8.0,2050.0,59.0,20.0,25.0
relogios_presentes,2.0,600.0,22.0,4.0,11.0
bebes,1.0,1600.0,40.0,8.0,50.0
moveis_decoracao,1.0,2300.0,37.0,30.0,20.0
moveis_decoracao,3.0,1000.0,53.0,8.0,11.0
brinquedos,1.0,900.0,30.0,20.0,11.0
pet_shop,1.0,600.0,16.0,11.0,16.0
cama_mesa_banho,1.0,650.0,34.0,18.0,44.0
automotivo,1.0,450.0,40.0,10.0,15.0
informatica_acessorios,1.0,11750.0,40.0,26.0,42.0
fashion_calcados,3.0,1850.0,36.0,37.0,16.0
informatica_acessorios,2.0,5150.0,51.0,15.0,40.0
cama_mesa_banho,1.0,900.0,33.0,9.0,38.0
beleza_saude,1.0,250.0,16.0,5.0,15.0
cool_stuff,1.0,2600.0,42.0,25.0,15.0
automotivo,1.0,2500.0,30.0,6.0,29.0
climatizacao,2.0,800.0,40.0,5.0,20.0
livros_interesse_geral,1.0,300.0,30.0,2.0,25.0
moveis_decoracao,3.0,2950.0,69.0,11.0,11.0
moveis_escritorio,1.0,11400.0,58.0,35.0,58.0
artigos_de_natal,3.0,400.0,17.0,21.0,11.0
eletroportateis,3.0,100.0,21.0,6.0,14.0
alimentos,1.0,388.0,16.0,16.0,14.0
pet_shop,3.0,7150.0,35.0,35.0,35.0
informatica_acessorios,2.0,350.0,32.0,5.0,16.0
eletrodomesticos,1.0,600.0,16.0,10.0,18.0
ferramentas_jardim,2.0,850.0,24.0,13.0,18.0
esporte_lazer,2.0,200.0,30.0,20.0,20.0
cool_stuff,2.0,268.0,12.0,9.0,19.0
fashion_bolsas_e_acessorios,4.0,200.0,16.0,3.0,16.0
eletronicos,1.0,1050.0,22.0,9.0,12.0
automotivo,2.0,140.0,16.0,13.0,13.0
cama_mesa_banho,3.0,1250.0,40.0,10.0,30.0
cama_mesa_banho,1.0,2700.0,41.0,8.0,36.0
ferramentas_jardim,4.0,200.0,16.0,4.0,18.0
cool_stuff,1.0,300.0,16.0,19.0,15.0
fashion_bolsas_e_acessorios,1.0,250.0,16.0,2.0,11.0
instrumentos_musicais,2.0,7050.0,66.0,17.0,36.0
informatica_acessorios,3.0,825.0,31.0,6.0,12.0
moveis_sala,4.0,8800.0,71.0,18.0,53.0
esporte_lazer,1.0,2200.0,20.0,20.0,20.0
telefonia,3.0,100.0,16.0,3.0,11.0
moveis_decoracao,7.0,1300.0,31.0,11.0,26.0
automotivo,2.0,1350.0,50.0,20.0,30.0
cama_mesa_banho,1.0,615.0,20.0,30.0,30.0
beleza_saude,1.0,325.0,21.0,13.0,21.0
eletronicos,1.0,1500.0,16.0,8.0,16.0
brinquedos,1.0,3675.0,16.0,30.0,42.0
perfumaria,1.0,700.0,25.0,16.0,16.0
,,12900.0,50.0,30.0,30.0
informatica_acessorios,1.0,650.0,20.0,16.0,20.0
moveis_decoracao,2.0,500.0,68.0,8.0,13.0
automotivo,1.0,1350.0,30.0,5.0,20.0
informatica_acessorios,1.0,8950.0,45.0,26.0,38.0
moveis_decoracao,1.0,900.0,30.0,30.0,30.0
moveis_decoracao,2.0,1050.0,100.0,5.0,11.0
esporte_lazer,1.0,18100.0,19.0,12.0,19.0
cool_stuff,2.0,761.0,30.0,15.0,20.0
moveis_decoracao,1.0,800.0,40.0,5.0,11.0
utilidades_domesticas,1.0,1600.0,35.0,10.0,35.0
bebes,1.0,13450.0,60.0,32.0,42.0
papelaria,5.0,5850.0,60.0,20.0,29.0
esporte_lazer,1.0,1200.0,16.0,16.0,18.0
automotivo,1.0,150.0,16.0,11.0,11.0
beleza_saude,1.0,1025.0,30.0,18.0,20.0
moveis_decoracao,1.0,10667.0,58.0,58.0,19.0
informatica_acessorios,1.0,300.0,42.0,2.0,30.0
brinquedos,1.0,250.0,19.0,10.0,22.0
esporte_lazer,3.0,1000.0,47.0,12.0,29.0
esporte_lazer,1.0,2000.0,42.0,32.0,32.0
moveis_decoracao,4.0,600.0,18.0,14.0,15.0
casa_construcao,5.0,500.0,17.0,26.0,17.0
brinquedos,2.0,50.0,25.0,11.0,15.0
bebes,1.0,2000.0,50.0,15.0,40.0
papelaria,1.0,500.0,19.0,49.0,39.0
construcao_ferramentas_ferramentas,1.0,3200.0,30.0,20.0,19.0
ferramentas_jardim,1.0,850.0,34.0,3.0,15.0
cool_stuff,2.0,500.0,16.0,3.0,20.0
automotivo,1.0,150.0,16.0,10.0,16.0
informatica_acessorios,2.0,400.0,18.0,15.0,16.0
cama_mesa_banho,1.0,1500.0,31.0,8.0,21.0
bebes,1.0,200.0,16.0,2.0,11.0
eletronicos,3.0,1500.0,75.0,3.0,11.0
informatica_acessorios,1.0,3050.0,23.0,17.0,20.0
relogios_presentes,2.0,250.0,16.0,11.0,20.0
esporte_lazer,1.0,283.0,24.0,23.0,20.0
brinquedos,1.0,275.0,19.0,15.0,15.0
automotivo,1.0,5400.0,40.0,30.0,40.0
automotivo,3.0,1531.0,23.0,20.0,19.0
cama_mesa_banho,1.0,1000.0,30.0,5.0,20.0
beleza_saude,1.0,150.0,16.0,2.0,11.0
automotivo,2.0,1100.0,26.0,42.0,18.0
informatica_acessorios,4.0,570.0,21.0,9.0,18.0
telefonia,1.0,500.0,17.0,19.0,14.0
pet_shop,1.0,500.0,30.0,30.0,30.0
cama_mesa_banho,2.0,650.0,36.0,5.0,26.0
automotivo,1.0,300.0,16.0,2.0,11.0
brinquedos,1.0,300.0,25.0,16.0,16.0
cama_mesa_banho,1.0,900.0,32.0,14.0,27.0
automotivo,1.0,350.0,26.0,23.0,26.0
cool_stuff,1.0,1650.0,33.0,44.0,19.0
eletronicos,1.0,350.0,21.0,5.0,13.0
automotivo,1.0,50.0,16.0,16.0,17.0
esporte_lazer,1.0,1625.0,29.0,21.0,21.0
perfumaria,2.0,600.0,43.0,16.0,27.0
brinquedos,1.0,500.0,17.0,10.0,12.0
fashion_bolsas_e_acessorios,4.0,100.0,16.0,5.0,11.0
utilidades_domesticas,2.0,6050.0,77.0,11.0,33.0
papelaria,1.0,6700.0,40.0,20.0,50.0
industria_comercio_e_negocios,2.0,413.0,16.0,12.0,14.0
utilidades_domesticas,1.0,3500.0,40.0,32.0,40.0
pet_shop,1.0,200.0,16.0,16.0,16.0
consoles_games,1.0,150.0,20.0,3.0,18.0
telefonia,1.0,475.0,18.0,9.0,11.0
fashion_bolsas_e_acessorios,3.0,125.0,18.0,17.0,12.0
papelaria,3.0,400.0,25.0,4.0,20.0
moveis_decoracao,2.0,3000.0,69.0,11.0,11.0
beleza_saude,2.0,1567.0,35.0,25.0,28.0
cool_stuff,10.0,2550.0,24.0,23.0,27.0
esporte_lazer,2.0,2300.0,60.0,15.0,15.0
beleza_saude,1.0,1150.0,19.0,15.0,14.0
esporte_lazer,1.0,500.0,25.0,15.0,11.0
telefonia,1.0,225.0,18.0,3.0,12.0
perfumaria,1.0,700.0,22.0,15.0,17.0
cama_mesa_banho,2.0,600.0,55.0,10.0,50.0
esporte_lazer,2.0,10000.0,40.0,34.0,44.0
informatica_acessorios,4.0,645.0,18.0,16.0,16.0
moveis_decoracao,2.0,500.0,45.0,15.0,35.0
informatica_acessorios,1.0,226.0,23.0,17.0,18.0
utilidades_domesticas,1.0,400.0,25.0,15.0,20.0
esporte_lazer,1.0,4073.0,23.0,16.0,19.0
automotivo,1.0,200.0,59.0,23.0,29.0
beleza_saude,4.0,350.0,27.0,14.0,23.0
alimentos_bebidas,1.0,800.0,31.0,15.0,26.0
informatica_acessorios,2.0,238.0,17.0,9.0,15.0
bebes,1.0,15800.0,62.0,47.0,32.0
esporte_lazer,4.0,550.0,50.0,10.0,25.0
cama_mesa_banho,1.0,450.0,37.0,5.0,30.0
fashion_roupa_masculina,2.0,250.0,16.0,16.0,16.0
perfumaria,1.0,400.0,27.0,5.0,20.0
utilidades_domesticas,1.0,1250.0,16.0,16.0,25.0
moveis_decoracao,1.0,2750.0,25.0,26.0,18.0
automotivo,1.0,3100.0,32.0,12.0,22.0
cama_mesa_banho,1.0,1800.0,16.0,10.0,16.0
automotivo,1.0,350.0,16.0,27.0,11.0
utilidades_domesticas,1.0,18750.0,44.0,93.0,30.0
papelaria,1.0,425.0,18.0,14.0,16.0
livros_importados,1.0,950.0,29.0,3.0,21.0
beleza_saude,4.0,100.0,16.0,5.0,11.0
utilidades_domesticas,4.0,2200.0,32.0,24.0,32.0
esporte_lazer,1.0,1417.0,19.0,19.0,19.0
beleza_saude,1.0,350.0,19.0,12.0,13.0
informatica_acessorios,5.0,900.0,28.0,29.0,12.0
fashion_bolsas_e_acessorios,1.0,100.0,16.0,5.0,16.0
esporte_lazer,1.0,30000.0,90.0,60.0,50.0
cama_mesa_banho,1.0,3300.0,40.0,15.0,35.0
cool_stuff,6.0,1850.0,18.0,23.0,26.0
cama_mesa_banho,1.0,2600.0,35.0,9.0,33.0
fashion_bolsas_e_acessorios,1.0,200.0,16.0,2.0,11.0
papelaria,3.0,300.0,25.0,3.0,15.0
beleza_saude,2.0,200.0,17.0,5.0,12.0
moveis_escritorio,1.0,30000.0,48.0,45.0,56.0
beleza_saude,2.0,1145.0,19.0,18.0,15.0
moveis_decoracao,1.0,250.0,16.0,5.0,20.0
perfumaria,1.0,225.0,16.0,11.0,11.0
bebes,4.0,650.0,20.0,8.0,14.0
utilidades_domesticas,2.0,600.0,35.0,30.0,16.0
utilidades_domesticas,1.0,700.0,35.0,2.0,35.0
relogios_presentes,4.0,200.0,16.0,2.0,11.0
cama_mesa_banho,1.0,25.0,45.0,18.0,35.0
beleza_saude,3.0,150.0,20.0,10.0,20.0
esporte_lazer,1.0,30000.0,105.0,70.0,20.0
relogios_presentes,3.0,275.0,16.0,8.0,12.0
cama_mesa_banho,1.0,900.0,25.0,5.0,25.0
cama_mesa_banho,1.0,1350.0,34.0,7.0,32.0
ferramentas_jardim,1.0,350.0,21.0,21.0,14.0
fashion_calcados,4.0,1400.0,22.0,12.0,33.0
moveis_decoracao,2.0,300.0,80.0,10.0,60.0
fashion_bolsas_e_acessorios,1.0,100.0,17.0,3.0,12.0
brinquedos,2.0,950.0,25.0,19.0,20.0
utilidades_domesticas,1.0,250.0,16.0,22.0,16.0
agro_industria_e_comercio,1.0,12850.0,41.0,42.0,47.0
esporte_lazer,2.0,1950.0,60.0,15.0,15.0
utilidades_domesticas,4.0,1050.0,24.0,32.0,24.0
esporte_lazer,1.0,50.0,20.0,20.0,20.0
bebes,3.0,200.0,25.0,10.0,25.0
beleza_saude,1.0,650.0,16.0,16.0,16.0
moveis_decoracao,2.0,1200.0,40.0,8.0,40.0
audio,1.0,526.0,20.0,12.0,16.0
esporte_lazer,1.0,1160.0,23.0,18.0,22.0
esporte_lazer,1.0,200.0,26.0,14.0,14.0
malas_acessorios,4.0,1600.0,32.0,12.0,25.0
automotivo,1.0,150.0,16.0,15.0,14.0
telefonia_fixa,4.0,150.0,16.0,4.0,13.0
moveis_decoracao,2.0,2.0,11.0,11.0,52.0
brinquedos,2.0,1433.0,41.0,20.0,38.0
cama_mesa_banho,1.0,650.0,28.0,2.0,23.0
relogios_presentes,1.0,800.0,21.0,14.0,14.0
esporte_lazer,2.0,200.0,16.0,10.0,11.0
perfumaria,1.0,200.0,16.0,16.0,11.0
beleza_saude,1.0,300.0,34.0,4.0,15.0
bebidas,2.0,175.0,20.0,15.0,15.0
automotivo,2.0,175.0,18.0,11.0,14.0
malas_acessorios,1.0,875.0,13.0,32.0,46.0
consoles_games,9.0,1150.0,46.0,7.0,33.0
moveis_escritorio,1.0,8267.0,52.0,52.0,17.0
automotivo,1.0,800.0,25.0,25.0,25.0
ferramentas_jardim,3.0,250.0,23.0,3.0,11.0
brinquedos,2.0,1100.0,62.0,12.0,22.0
,,700.0,20.0,21.0,20.0
pet_shop,2.0,250.0,16.0,12.0,14.0
utilidades_domesticas,1.0,400.0,35.0,11.0,20.0
esporte_lazer,1.0,200.0,18.0,7.0,14.0
esporte_lazer,1.0,8900.0,63.0,75.0,11.0
bebes,1.0,3350.0,36.0,30.0,19.0
beleza_saude,1.0,400.0,16.0,24.0,16.0
consoles_games,2.0,200.0,16.0,5.0,12.0
instrumentos_musicais,1.0,750.0,22.0,9.0,57.0
cama_mesa_banho,1.0,3400.0,34.0,8.0,38.0
brinquedos,4.0,200.0,17.0,5.0,12.0
fashion_calcados,12.0,200.0,29.0,7.0,16.0
informatica_acessorios,1.0,107.0,19.0,13.0,13.0
brinquedos,8.0,925.0,20.0,41.0,15.0
relogios_presentes,3.0,475.0,19.0,15.0,15.0
utilidades_domesticas,1.0,1125.0,36.0,43.0,36.0
,,200.0,16.0,2.0,11.0
utilidades_domesticas,4.0,300.0,27.0,9.0,19.0
brinquedos,4.0,400.0,19.0,15.0,11.0
utilidades_domesticas,1.0,400.0,16.0,16.0,15.0
livros_interesse_geral,1.0,700.0,25.0,15.0,20.0
cama_mesa_banho,2.0,400.0,50.0,11.0,11.0
brinquedos,6.0,1200.0,23.0,41.0,16.0
fashion_bolsas_e_acessorios,2.0,100.0,16.0,8.0,11.0
moveis_decoracao,2.0,28800.0,60.0,60.0,60.0
papelaria,1.0,1100.0,16.0,10.0,15.0
papelaria,1.0,100.0,16.0,5.0,16.0
moveis_decoracao,1.0,2000.0,30.0,30.0,20.0
fashion_calcados,5.0,1500.0,33.0,13.0,20.0
brinquedos,1.0,550.0,47.0,20.0,30.0
beleza_saude,1.0,150.0,20.0,20.0,20.0
moveis_escritorio,1.0,11950.0,58.0,21.0,56.0
automotivo,4.0,200.0,25.0,8.0,18.0
esporte_lazer,3.0,500.0,50.0,5.0,30.0
eletronicos,2.0,200.0,22.0,5.0,11.0
esporte_lazer,3.0,12478.0,105.0,15.0,25.0
beleza_saude,1.0,2425.0,28.0,17.0,17.0
bebidas,1.0,800.0,29.0,11.0,26.0
pet_shop,6.0,1650.0,42.0,22.0,32.0
automotivo,1.0,300.0,40.0,4.0,30.0
beleza_saude,1.0,6900.0,26.0,26.0,26.0
eletrodomesticos,1.0,425.0,39.0,14.0,32.0
beleza_saude,1.0,900.0,17.0,19.0,15.0
automotivo,2.0,350.0,17.0,6.0,12.0
moveis_decoracao,4.0,3000.0,53.0,8.0,11.0
cama_mesa_banho,1.0,700.0,16.0,40.0,30.0
moveis_decoracao,2.0,800.0,60.0,7.0,14.0
esporte_lazer,2.0,5700.0,20.0,6.0,13.0
utilidades_domesticas,1.0,1350.0,28.0,34.0,30.0
relogios_presentes,2.0,500.0,23.0,15.0,19.0
beleza_saude,1.0,200.0,16.0,16.0,16.0
moveis_decoracao,3.0,5400.0,34.0,50.0,34.0
esporte_lazer,1.0,225.0,17.0,17.0,17.0
moveis_decoracao,5.0,3000.0,69.0,11.0,11.0
esporte_lazer,1.0,5900.0,35.0,28.0,32.0
cama_mesa_banho,1.0,8500.0,54.0,20.0,47.0
eletronicos,1.0,190.0,22.0,12.0,16.0
relogios_presentes,5.0,250.0,16.0,2.0,20.0
informatica_acessorios,1.0,250.0,16.0,16.0,11.0
automotivo,1.0,200.0,35.0,4.0,26.0
esporte_lazer,1.0,500.0,16.0,11.0,12.0
esporte_lazer,1.0,3100.0,23.0,23.0,23.0
relogios_presentes,4.0,425.0,18.0,12.0,14.0
climatizacao,3.0,275.0,18.0,14.0,18.0
cama_mesa_banho,1.0,1400.0,45.0,3.0,35.0
alimentos,1.0,5150.0,26.0,28.0,24.0
perfumaria,1.0,251.0,18.0,11.0,15.0
informatica_acessorios,1.0,675.0,50.0,5.0,20.0
esporte_lazer,1.0,1800.0,20.0,31.0,16.0
moveis_decoracao,1.0,150.0,19.0,7.0,16.0
esporte_lazer,1.0,421.0,16.0,13.0,16.0
brinquedos,1.0,1600.0,17.0,30.0,50.0
ferramentas_jardim,4.0,2900.0,67.0,3.0,31.0
automotivo,3.0,2750.0,32.0,3.0,26.0
cama_mesa_banho,1.0,300.0,16.0,10.0,16.0
utilidades_domesticas,2.0,1000.0,20.0,20.0,20.0
cama_mesa_banho,1.0,13650.0,50.0,50.0,50.0
utilidades_domesticas,1.0,1287.0,32.0,25.0,35.0
papelaria,2.0,550.0,20.0,20.0,20.0
beleza_saude,5.0,400.0,27.0,14.0,23.0
utilidades_domesticas,3.0,450.0,40.0,40.0,40.0
brinquedos,1.0,600.0,28.0,6.0,20.0
informatica_acessorios,2.0,800.0,20.0,26.0,12.0
fraldas_higiene,2.0,200.0,22.0,8.0,16.0
relogios_presentes,4.0,300.0,16.0,13.0,13.0
esporte_lazer,1.0,900.0,16.0,16.0,16.0
moveis_decoracao,1.0,800.0,16.0,16.0,16.0
pet_shop,3.0,6000.0,51.0,26.0,26.0
utilidades_domesticas,1.0,1500.0,20.0,25.0,20.0
beleza_saude,3.0,650.0,27.0,4.0,11.0
musica,2.0,1250.0,60.0,8.0,50.0
cool_stuff,1.0,2300.0,33.0,44.0,19.0
papelaria,1.0,200.0,25.0,11.0,11.0
esporte_lazer,3.0,1450.0,45.0,16.0,35.0
beleza_saude,1.0,694.0,17.0,12.0,14.0
utilidades_domesticas,1.0,600.0,16.0,16.0,16.0
esporte_lazer,1.0,150.0,16.0,2.0,11.0
automotivo,2.0,200.0,25.0,3.0,20.0
papelaria,5.0,750.0,25.0,50.0,40.0
telefonia,2.0,100.0,16.0,6.0,15.0
pet_shop,1.0,300.0,16.0,5.0,11.0
instrumentos_musicais,9.0,900.0,16.0,6.0,26.0
esporte_lazer,4.0,1250.0,33.0,30.0,21.0
ferramentas_jardim,1.0,400.0,16.0,24.0,16.0
relogios_presentes,1.0,283.0,18.0,14.0,14.0
utilidades_domesticas,5.0,11800.0,45.0,28.0,45.0
fashion_calcados,4.0,1500.0,35.0,12.0,20.0
fashion_calcados,4.0,1400.0,22.0,12.0,33.0
market_place,6.0,150.0,20.0,50.0,35.0
automotivo,6.0,4650.0,47.0,19.0,23.0
moveis_decoracao,2.0,600.0,16.0,40.0,30.0
automotivo,5.0,5200.0,36.0,28.0,28.0
alimentos_bebidas,1.0,750.0,31.0,15.0,26.0
casa_construcao,2.0,650.0,16.0,11.0,16.0
esporte_lazer,2.0,275.0,21.0,8.0,17.0
informatica_acessorios,1.0,200.0,16.0,6.0,14.0
automotivo,1.0,1000.0,29.0,18.0,13.0
artes_e_artesanato,1.0,250.0,16.0,7.0,11.0
moveis_decoracao,2.0,1500.0,42.0,8.0,32.0
eletroportateis,2.0,30000.0,50.0,49.0,50.0
informatica_acessorios,2.0,200.0,16.0,12.0,11.0
moveis_decoracao,1.0,900.0,45.0,15.0,35.0
perfumaria,1.0,12600.0,50.0,50.0,30.0
eletrodomesticos,3.0,50.0,26.0,2.0,12.0
beleza_saude,1.0,350.0,37.0,10.0,17.0
cama_mesa_banho,2.0,500.0,50.0,11.0,11.0
bebes,7.0,700.0,25.0,10.0,25.0
papelaria,1.0,1128.0,19.0,39.0,32.0
eletroportateis,2.0,13300.0,60.0,40.0,40.0
perfumaria,1.0,478.0,19.0,16.0,19.0
moveis_decoracao,3.0,2400.0,105.0,3.0,70.0
informatica_acessorios,4.0,250.0,16.0,6.0,14.0
beleza_saude,2.0,500.0,16.0,2.0,11.0
livros_interesse_geral,2.0,550.0,23.0,3.0,16.0
automotivo,6.0,7450.0,53.0,43.0,11.0
moveis_decoracao,3.0,450.0,16.0,5.0,20.0
utilidades_domesticas,6.0,150.0,16.0,16.0,16.0
papelaria,6.0,8200.0,60.0,20.0,29.0
ferramentas_jardim,1.0,3650.0,25.0,7.0,25.0
esporte_lazer,3.0,1000.0,80.0,5.0,20.0
automotivo,5.0,300.0,16.0,10.0,16.0
livros_tecnicos,1.0,1250.0,29.0,5.0,21.0
beleza_saude,1.0,375.0,16.0,3.0,11.0
brinquedos,5.0,1300.0,39.0,30.0,29.0
beleza_saude,1.0,250.0,17.0,12.0,12.0
relogios_presentes,2.0,300.0,16.0,13.0,13.0
esporte_lazer,1.0,30000.0,25.0,96.0,79.0
informatica_acessorios,3.0,1100.0,28.0,10.0,20.0
informatica_acessorios,3.0,833.0,19.0,12.0,17.0
moveis_decoracao,1.0,12250.0,45.0,35.0,45.0
esporte_lazer,2.0,5000.0,68.0,13.0,50.0
cama_mesa_banho,1.0,4000.0,40.0,12.0,38.0
cama_mesa_banho,2.0,1400.0,47.0,21.0,41.0
construcao_ferramentas_construcao,1.0,150.0,20.0,4.0,20.0
telefonia,3.0,200.0,19.0,4.0,11.0
eletrodomesticos,1.0,3500.0,55.0,19.0,46.0
moveis_decoracao,1.0,600.0,17.0,17.0,17.0
brinquedos,4.0,400.0,23.0,8.0,50.0
moveis_decoracao,1.0,450.0,35.0,35.0,11.0
bebes,1.0,850.0,23.0,14.0,28.0
ferramentas_jardim,1.0,1550.0,38.0,28.0,33.0
moveis_decoracao,2.0,3000.0,69.0,11.0,11.0
moveis_decoracao,3.0,800.0,62.0,3.0,52.0
telefonia_fixa,9.0,100.0,19.0,3.0,11.0
moveis_decoracao,1.0,1500.0,42.0,10.0,32.0
moveis_cozinha_area_de_servico_jantar_e_jardim,2.0,16550.0,39.0,61.0,39.0
bebes,2.0,11100.0,38.0,47.0,44.0
cama_mesa_banho,1.0,1150.0,16.0,10.0,16.0
ferramentas_jardim,1.0,9150.0,33.0,8.0,33.0
papelaria,10.0,850.0,30.0,40.0,11.0
informatica_acessorios,1.0,700.0,31.0,16.0,16.0
pet_shop,2.0,900.0,16.0,18.0,14.0
beleza_saude,1.0,1550.0,16.0,16.0,16.0
beleza_saude,1.0,850.0,16.0,24.0,16.0
informatica_acessorios,1.0,740.0,26.0,15.0,19.0
utilidades_domesticas,1.0,4850.0,30.0,30.0,30.0
brinquedos,1.0,500.0,23.0,8.0,25.0
beleza_saude,6.0,525.0,21.0,16.0,13.0
cama_mesa_banho,1.0,1550.0,30.0,5.0,30.0
moveis_sala,2.0,4950.0,50.0,10.0,50.0
beleza_saude,1.0,500.0,37.0,10.0,21.0
cama_mesa_banho,1.0,1075.0,29.0,27.0,18.0
pet_shop,2.0,1200.0,69.0,3.0,43.0
cama_mesa_banho,2.0,900.0,41.0,8.0,24.0
informatica_acessorios,1.0,1188.0,33.0,23.0,26.0
beleza_saude,1.0,2200.0,23.0,19.0,21.0
beleza_saude,1.0,300.0,26.0,17.0,20.0
construcao_ferramentas_construcao,2.0,5850.0,21.0,14.0,18.0
esporte_lazer,3.0,800.0,74.0,10.0,13.0
bebes,1.0,288.0,17.0,9.0,13.0
beleza_saude,1.0,150.0,22.0,3.0,15.0
informatica_acessorios,2.0,200.0,16.0,16.0,11.0
moveis_decoracao,1.0,600.0,55.0,11.0,11.0
brinquedos,6.0,500.0,20.0,20.0,20.0
brinquedos,1.0,3865.0,40.0,35.0,35.0
telefonia,1.0,175.0,18.0,12.0,17.0
relogios_presentes,1.0,338.0,21.0,14.0,20.0
esporte_lazer,4.0,900.0,35.0,10.0,35.0
ferramentas_jardim,5.0,3900.0,32.0,32.0,20.0
informatica_acessorios,1.0,250.0,16.0,16.0,11.0
casa_construcao,2.0,850.0,20.0,20.0,20.0
casa_construcao,4.0,1550.0,22.0,32.0,14.0
informatica_acessorios,1.0,1666.0,25.0,26.0,24.0
utilidades_domesticas,1.0,710.0,20.0,14.0,17.0
informatica_acessorios,4.0,1134.0,45.0,6.0,14.0
beleza_saude,3.0,257.0,19.0,11.0,14.0
esporte_lazer,2.0,2850.0,23.0,19.0,51.0
automotivo,1.0,450.0,30.0,16.0,16.0
esporte_lazer,1.0,2500.0,31.0,33.0,32.0
perfumaria,2.0,100.0,28.0,12.0,12.0
casa_conforto,1.0,200.0,16.0,16.0,16.0
fashion_bolsas_e_acessorios,1.0,100.0,16.0,2.0,20.0
brinquedos,1.0,700.0,23.0,25.0,11.0
moveis_sala,1.0,6100.0,55.0,13.0,51.0
brinquedos,2.0,1200.0,52.0,13.0,37.0
eletroportateis,1.0,6600.0,41.0,38.0,28.0
relogios_presentes,2.0,250.0,16.0,11.0,11.0
utilidades_domesticas,3.0,300.0,40.0,5.0,40.0
utilidades_domesticas,1.0,1100.0,20.0,25.0,25.0
eletronicos,3.0,200.0,16.0,4.0,11.0
fashion_bolsas_e_acessorios,4.0,150.0,16.0,5.0,11.0
fashion_bolsas_e_acessorios,4.0,200.0,16.0,9.0,11.0
malas_acessorios,6.0,4300.0,30.0,55.0,40.0
perfumaria,1.0,700.0,20.0,20.0,20.0
automotivo,1.0,30000.0,35.0,50.0,35.0
utilidades_domesticas,1.0,400.0,16.0,17.0,12.0
beleza_saude,1.0,200.0,18.0,9.0,12.0
cool_stuff,3.0,2500.0,53.0,63.0,15.0
papelaria,1.0,100.0,16.0,10.0,15.0
consoles_games,5.0,400.0,16.0,6.0,21.0
moveis_decoracao,11.0,3600.0,40.0,8.0,35.0
utilidades_domesticas,2.0,50.0,26.0,4.0,19.0
cool_stuff,3.0,400.0,16.0,19.0,15.0
pet_shop,2.0,500.0,20.0,20.0,20.0
bebes,2.0,7450.0,45.0,25.0,45.0
informatica_acessorios,1.0,350.0,20.0,2.0,26.0
construcao_ferramentas_construcao,8.0,450.0,20.0,10.0,15.0
cama_mesa_banho,1.0,1000.0,40.0,5.0,25.0
cama_mesa_banho,2.0,2500.0,47.0,21.0,41.0
esporte_lazer,2.0,450.0,20.0,35.0,20.0
cama_mesa_banho,1.0,2450.0,45.0,15.0,35.0
beleza_saude,1.0,200.0,25.0,15.0,15.0
moveis_escritorio,1.0,16450.0,63.0,62.0,24.0
malas_acessorios,3.0,16050.0,60.0,40.0,40.0
bebes,1.0,950.0,39.0,16.0,40.0
cool_stuff,1.0,1050.0,36.0,16.0,24.0
brinquedos,8.0,2150.0,37.0,44.0,30.0
moveis_decoracao,4.0,6600.0,35.0,38.0,35.0
informatica_acessorios,3.0,250.0,32.0,5.0,16.0
casa_conforto,3.0,6500.0,50.0,30.0,40.0
cama_mesa_banho,1.0,1383.0,50.0,10.0,40.0
telefonia,11.0,100.0,19.0,3.0,11.0
consoles_games,5.0,200.0,17.0,4.0,13.0
malas_acessorios,1.0,1150.0,40.0,10.0,35.0
moveis_decoracao,1.0,450.0,16.0,6.0,11.0
relogios_presentes,5.0,550.0,16.0,2.0,11.0
bebes,2.0,600.0,20.0,8.0,14.0
relogios_presentes,6.0,200.0,16.0,2.0,11.0
automotivo,3.0,750.0,60.0,8.0,33.0
perfumaria,1.0,425.0,21.0,21.0,18.0
