product_name,product_qty,product_weight_kg,product_volume_m,DMV_Flag
pet_shop,3.0,1.1,0.01,1
telefonia,4.0,0.45,0.003192,1
moveis_decoracao,1.0,15.3,0.0588,1
esporte_lazer,1.0,8.5,0.03,1
esporte_lazer,2.0,0.4,0.006,1
relogios_presentes,1.0,0.9,0.006555,1
informatica_acessorios,1.0,1.925,0.02376,1
eletronicos,2.0,0.2,0.00256,1
moveis_decoracao,2.0,1.6,0.01176,1
telefonia,1.0,0.325,0.0042,1
cool_stuff,1.0,2.5,0.01575,1
beleza_saude,1.0,2.0,0.00576,1
fashion_underwear_e_moda_praia,1.0,0.2,0.002352,1
perfumaria,2.0,0.525,0.004896,1
moveis_decoracao,11.0,1.2,0.0075,1
utilidades_domesticas,1.0,0.7,0.001452,1
esporte_lazer,1.0,1.238,0.008892,1
eletronicos,5.0,2.2,0.00594,1
,,2.3,0.009425,1
informatica_acessorios,4.0,0.85,0.004125,1
bebes,1.0,2.3,0.010206,1
automotivo,1.0,5.95,0.046475,1
cama_mesa_banho,1.0,1.225,0.007106,1
brinquedos,2.0,2.3,0.023598,1
beleza_saude,1.0,0.65,0.0075,1
cool_stuff,3.0,1.7,0.027216000000000004,1
automotivo,1.0,0.35,0.00375,1
moveis_sala,3.0,2.35,0.013888,1
moveis_decoracao,1.0,21.0,0.116,1
utilidades_domesticas,7.0,0.3,0.004,1
brinquedos,3.0,2.6,0.010296,1
moveis_decoracao,2.0,1.9,0.002128,1
telefonia,2.0,0.2,0.0027,1
esporte_lazer,2.0,30.0,0.170625,1
eletronicos,5.0,3.3,0.0077,1
moveis_decoracao,1.0,0.7,0.006,1
utilidades_domesticas,1.0,0.3,0.00085,1
ferramentas_jardim,2.0,1.65,0.0198,1
pet_shop,2.0,0.4,0.004096,1
papelaria,1.0,1.0,0.008,1
beleza_saude,1.0,0.675,0.006048,1
papelaria,2.0,0.6,0.012,1
construcao_ferramentas_construcao,1.0,0.45,0.0017600000000000003,1
telefonia,3.0,0.125,0.000836,1
fashion_calcados,4.0,1.4,0.008712,1
esporte_lazer,3.0,3.675,0.030856,1
cama_mesa_banho,1.0,3.5,0.0192,1
moveis_decoracao,1.0,2.0,0.010648,1
cama_mesa_banho,1.0,4.85,0.018,1
moveis_decoracao,3.0,2.25,0.0234,1
informatica_acessorios,1.0,0.933,0.01334,1
climatizacao,3.0,5.35,0.035496,1
esporte_lazer,1.0,0.3,0.002992,1
,,0.85,0.012,1
moveis_decoracao,1.0,1.6,0.006776000000000001,1
cama_mesa_banho,1.0,2.35,0.020736,1
cama_mesa_banho,1.0,1.2,0.006072,1
construcao_ferramentas_construcao,2.0,4.4,0.002618,1
construcao_ferramentas_construcao,1.0,0.25,0.001235,1
moveis_decoracao,11.0,1.0,0.016169999999999997,1
utilidades_domesticas,1.0,0.15,0.006336,1
beleza_saude,1.0,0.35,0.00629,1
pet_shop,1.0,2.2,0.00792,1
cool_stuff,4.0,0.975,0.00448,1
bebes,1.0,0.35,0.0038,1
casa_construcao,8.0,0.8,0.007803,1
papelaria,1.0,0.6,0.040128,1
eletrodomesticos,1.0,0.1,0.001872,1
esporte_lazer,1.0,0.1,0.0017600000000000003,1
esporte_lazer,2.0,1.907,0.03948,1
automotivo,1.0,1.6,0.023166,1
beleza_saude,1.0,0.555,0.00576,1
moveis_escritorio,1.0,7.125,0.045968,1
fashion_bolsas_e_acessorios,2.0,0.25,0.000352,1
esporte_lazer,1.0,7.3,0.02028,1
consoles_games,1.0,0.1,0.0009,1
eletronicos,1.0,0.15,0.001408,1
papelaria,3.0,0.225,0.00156,1
bebes,2.0,2.797,0.0196,1
papelaria,1.0,0.35,0.00675,1
perfumaria,3.0,0.4,0.00276,1
moveis_decoracao,1.0,0.7,0.0018,1
bebes,1.0,0.47,0.00725,1
cama_mesa_banho,1.0,0.5,0.00256,1
beleza_saude,1.0,0.521,0.011286,1
cama_mesa_banho,2.0,2.4,0.042,1
informatica_acessorios,1.0,0.15,0.000352,1
fashion_bolsas_e_acessorios,1.0,0.2,0.00064,1
bebidas,1.0,0.15,0.00512,1
moveis_decoracao,1.0,0.65,0.0016899999999999999,1
brinquedos,6.0,8.75,0.05175,1
beleza_saude,1.0,0.55,0.0035700000000000003,1
cama_mesa_banho,1.0,0.2,0.0048,1
esporte_lazer,4.0,0.975,0.002618,1
industria_comercio_e_negocios,1.0,30.0,0.2,1
esporte_lazer,2.0,1.55,0.004,1
moveis_decoracao,2.0,1.35,0.032,1
esporte_lazer,1.0,0.225,0.00432,1
esporte_lazer,1.0,0.887,0.00312,1
informatica_acessorios,1.0,0.25,0.00252,1
instrumentos_musicais,3.0,0.7,0.00336,1
,,0.4,0.0196,1
pet_shop,3.0,0.4,0.008,1
relogios_presentes,4.0,0.45,0.00064,1
eletronicos,1.0,0.275,0.003672,1
beleza_saude,1.0,1.2,0.00576,1
fashion_bolsas_e_acessorios,2.0,0.15,0.003264,1
esporte_lazer,1.0,1.871,0.0336,1
moveis_decoracao,1.0,0.4,0.0045,1
malas_acessorios,7.0,14.8,0.0594,1
cama_mesa_banho,2.0,0.4,0.006384,1
cama_mesa_banho,1.0,2.25,0.024192,1
cool_stuff,1.0,1.2,0.01575,1
cama_mesa_banho,1.0,0.25,0.0048,1
construcao_ferramentas_ferramentas,2.0,0.6,0.003456,1
fashion_bolsas_e_acessorios,5.0,0.15,0.001584,1
moveis_escritorio,1.0,12.775,0.08658,1
cama_mesa_banho,1.0,0.45,0.005,1
audio,1.0,0.4,0.00256,1
cama_mesa_banho,1.0,0.5,0.009,1
moveis_decoracao,1.0,0.5,0.003168,1
informatica_acessorios,5.0,1.2,0.0009,1
papelaria,3.0,2.05,0.012,1
automotivo,3.0,3.4,0.050625,1
informatica_acessorios,4.0,0.2,0.004,1
moveis_sala,2.0,2.0,0.002856,1
cama_mesa_banho,1.0,1.6,0.013719999999999998,1
beleza_saude,1.0,0.15,0.00099,1
utilidades_domesticas,1.0,0.1,0.0066,1
utilidades_domesticas,1.0,0.956,0.01566,1
cama_mesa_banho,1.0,3.1,0.018,1
moveis_decoracao,2.0,1.2,0.00936,1
beleza_saude,1.0,0.2,0.001056,1
cool_stuff,1.0,1.3,0.01575,1
telefonia,1.0,0.426,0.002688,1
eletrodomesticos_2,3.0,0.425,0.00512,1
utilidades_domesticas,1.0,1.0,0.02,1
automotivo,2.0,2.05,0.02106,1
cama_mesa_banho,1.0,1.6,0.00812,1
telefonia,4.0,0.35,0.000816,1
utilidades_domesticas,1.0,0.2,0.001221,1
cama_mesa_banho,1.0,0.6,0.00256,1
beleza_saude,1.0,0.7,0.00576,1
relogios_presentes,1.0,0.7,0.000352,1
instrumentos_musicais,3.0,0.25,0.001584,1
relogios_presentes,1.0,0.328,0.00504,1
beleza_saude,1.0,0.175,0.006156,1
pet_shop,1.0,8.05,0.044289,1
moveis_decoracao,3.0,2.6,0.02205,1
papelaria,3.0,1.9,0.023625,1
moveis_decoracao,4.0,0.1,0.000768,1
brinquedos,1.0,0.2,0.0017600000000000003,1
casa_conforto_2,1.0,0.663,0.008,1
pet_shop,3.0,0.15,0.00375,1
brinquedos,1.0,0.4,0.002992,1
esporte_lazer,2.0,6.45,0.008,1
ferramentas_jardim,5.0,0.15,0.001428,1
esporte_lazer,1.0,0.3,0.004,1
moveis_decoracao,2.0,2.0,0.026,1
moveis_decoracao,2.0,0.5,0.005434,1
brinquedos,2.0,0.8,0.0186,1
construcao_ferramentas_jardim,5.0,0.2,0.000576,1
informatica_acessorios,1.0,0.85,0.006512,1
telefonia,6.0,0.05,0.000627,1
ferramentas_jardim,1.0,6.2,0.010368,1
utilidades_domesticas,4.0,0.2,0.0132,1
fashion_calcados,12.0,0.4,0.0032479999999999996,1
cama_mesa_banho,2.0,0.5,0.009,1
pet_shop,6.0,19.0,0.1134,1
informatica_acessorios,1.0,0.8,0.0054,1
relogios_presentes,1.0,0.5,0.000352,1
casa_construcao,1.0,0.233,0.003808,1
informatica_acessorios,2.0,0.2,0.005984,1
bebes,6.0,0.6,0.0098,1
brinquedos,5.0,3.1,0.010296,1
pet_shop,6.0,2.35,0.029568,1
utilidades_domesticas,3.0,10.15,0.0534,1
informatica_acessorios,2.0,0.35,0.006,1
cama_mesa_banho,1.0,1.6,0.007616,1
utilidades_domesticas,4.0,0.3,0.0033,1
esporte_lazer,2.0,0.107,0.002268,1
pet_shop,4.0,1.0,0.0112,1
climatizacao,6.0,10.05,0.015680000000000003,1
automotivo,1.0,2.95,0.031939,1
cama_mesa_banho,1.0,0.85,0.00256,1
utilidades_domesticas,2.0,0.55,0.002592,1
beleza_saude,1.0,0.4,0.009044,1
malas_acessorios,2.0,0.55,0.001056,1
utilidades_domesticas,3.0,0.5,0.002736,1
cama_mesa_banho,2.0,1.15,0.018,1
esporte_lazer,2.0,6.3,0.02688,1
eletrodomesticos,3.0,0.1,0.005967,1
esporte_lazer,2.0,0.5,0.004096,1
perfumaria,3.0,0.2,0.008,1
perfumaria,1.0,0.567,0.00552,1
eletronicos,1.0,0.125,0.004914,1
automotivo,1.0,4.3,0.010571,1
automotivo,2.0,0.153,0.001632,1
esporte_lazer,5.0,8.7,0.06,1
ferramentas_jardim,1.0,0.9,0.004096,1
casa_construcao,2.0,4.85,0.03,1
informatica_acessorios,3.0,0.2,0.003744,1
moveis_decoracao,3.0,2.5,0.005712,1
cool_stuff,4.0,0.5,0.037125,1
esporte_lazer,10.0,0.25,0.005096,1
papelaria,7.0,2.0,0.0348,1
moveis_cozinha_area_de_servico_jantar_e_jardim,5.0,0.975,0.005904,1
bebes,1.0,0.3,0.01575,1
livros_interesse_geral,1.0,0.15,0.001352,1
informatica_acessorios,1.0,0.233,0.006137,1
telefonia,2.0,0.392,0.002431,1
esporte_lazer,2.0,0.7,0.010648,1
relogios_presentes,3.0,0.4,0.002448,1
automotivo,3.0,0.5,0.003744,1
cool_stuff,3.0,1.45,0.029760000000000005,1
cama_mesa_banho,1.0,0.95,0.013104,1
cama_mesa_banho,2.0,1.55,0.009,1
alimentos,3.0,3.15,0.02352,1
bebes,1.0,23.2,0.14229,1
perfumaria,1.0,0.275,0.0035840000000000004,1
relogios_presentes,5.0,0.2,0.000352,1
brinquedos,3.0,6.55,0.0324,1
agro_industria_e_comercio,3.0,5.8,0.018,1
esporte_lazer,2.0,1.4,0.0034020000000000005,1
ferramentas_jardim,1.0,5.5,0.032799,1
telefonia,2.0,0.15,0.000627,1
esporte_lazer,1.0,0.65,0.005832,1
perfumaria,1.0,0.2,0.001232,1
climatizacao,1.0,4.8,0.08555,1
perfumaria,1.0,0.2,0.000704,1
esporte_lazer,6.0,0.45,0.00768,1
esporte_lazer,1.0,12.4,0.006,1
eletroportateis,4.0,8.7,0.0256,1
moveis_decoracao,4.0,6.35,0.033813,1
moveis_decoracao,2.0,3.0,0.008349,1
moveis_decoracao,2.0,0.6,0.003536,1
bebes,2.0,1.467,0.02208,1
fashion_bolsas_e_acessorios,1.0,0.2,0.000352,1
utilidades_domesticas,2.0,0.25,0.00528,1
informatica_acessorios,1.0,0.25,0.00252,1
relogios_presentes,1.0,0.417,0.003192,1
beleza_saude,1.0,0.2,0.00192,1
utilidades_domesticas,1.0,4.2,0.0245,1
brinquedos,2.0,0.2,0.0168,1
cama_mesa_banho,1.0,3.4,0.018,1
construcao_ferramentas_seguranca,1.0,1.1,0.0075,1
informatica_acessorios,2.0,3.1,0.000864,1
esporte_lazer,1.0,0.3,0.00276,1
sinalizacao_e_seguranca,4.0,0.4,0.002926,1
telefonia,6.0,0.05,0.002184,1
fashion_bolsas_e_acessorios,1.0,0.3,0.000352,1
utilidades_domesticas,1.0,1.1,0.013824,1
automotivo,4.0,0.5,0.008,1
beleza_saude,1.0,30.0,0.251625,1
utilidades_domesticas,4.0,0.5,0.007559999999999999,1
beleza_saude,4.0,0.55,0.003,1
automotivo,2.0,0.795,0.0117,1
informatica_acessorios,5.0,0.15,0.002688,1
pet_shop,2.0,0.2,0.002268,1
moveis_decoracao,5.0,0.4,0.006615000000000001,1
esporte_lazer,2.0,0.52,0.01,1
relogios_presentes,1.0,0.375,0.00312,1
informatica_acessorios,1.0,0.343,0.003536,1
brinquedos,3.0,2.975,0.061446,1
cama_mesa_banho,1.0,1.1,0.039375,1
utilidades_domesticas,2.0,0.7,0.0069,1
eletronicos,3.0,0.1,0.015625,1
moveis_decoracao,4.0,5.075,0.020808,1
malas_acessorios,10.0,3.05,0.031616000000000005,1
automotivo,1.0,0.833,0.00546,1
cama_mesa_banho,2.0,0.9,0.0128,1
beleza_saude,1.0,3.4,0.03025,1
moveis_decoracao,4.0,0.625,0.00546,1
moveis_decoracao,1.0,0.55,0.0054,1
beleza_saude,1.0,3.9,0.01014,1
cama_mesa_banho,1.0,0.85,0.013125,1
utilidades_domesticas,2.0,3.75,0.032,1
fashion_bolsas_e_acessorios,2.0,0.1,0.000352,1
ferramentas_jardim,9.0,0.6,0.002184,1
moveis_decoracao,1.0,0.4,0.042135,1
beleza_saude,1.0,1.35,0.005148,1
bebes,1.0,0.25,0.009016,1
fashion_bolsas_e_acessorios,2.0,0.2,0.00256,1
cama_mesa_banho,2.0,1.25,0.00576,1
pet_shop,1.0,3.875,0.01875,1
papelaria,1.0,6.7,0.1152,1
ferramentas_jardim,1.0,0.6,0.002464,1
pet_shop,2.0,5.3,0.027,1
ferramentas_jardim,1.0,0.8,0.013104,1
beleza_saude,1.0,0.15,0.00136,1
relogios_presentes,1.0,0.525,0.002898,1
ferramentas_jardim,1.0,2.7,0.0138,1
beleza_saude,1.0,0.4,0.0011,1
beleza_saude,1.0,1.6,0.01,1
informatica_acessorios,2.0,3.475,0.033696,1
beleza_saude,1.0,0.9,0.001428,1
beleza_saude,1.0,0.38,0.002431,1
pet_shop,2.0,0.3,0.0051,1
livros_tecnicos,1.0,0.367,0.00135,1
moveis_decoracao,2.0,3.0,0.008349,1
beleza_saude,1.0,1.7,0.017496,1
construcao_ferramentas_construcao,1.0,0.92,0.02156,1
pet_shop,1.0,9.1,0.04329,1
bebes,4.0,2.35,0.032,1
malas_acessorios,1.0,18.7,0.130592,1
informatica_acessorios,4.0,1.25,0.0148,1
utilidades_domesticas,4.0,3.15,0.026136,1
esporte_lazer,5.0,0.65,0.0207,1
esporte_lazer,1.0,0.254,0.00306,1
alimentos_bebidas,1.0,0.6,0.0084,1
utilidades_domesticas,1.0,0.75,0.018,1
beleza_saude,1.0,0.45,0.011109,1
telefonia,1.0,0.3,0.0052,1
cama_mesa_banho,5.0,0.65,0.00325,1
moveis_escritorio,1.0,10.75,0.052488,1
bebes,1.0,0.464,0.011628,1
moveis_decoracao,1.0,2.4,0.0315,1
cama_mesa_banho,1.0,0.55,0.0017100000000000001,1
fashion_bolsas_e_acessorios,1.0,0.2,0.000352,1
cama_mesa_banho,1.0,0.8,0.0084,1
automotivo,1.0,0.4,0.0024,1
informatica_acessorios,1.0,1.533,0.0072,1
utilidades_domesticas,3.0,9.3,0.055738,1
eletrodomesticos,1.0,0.7,0.001872,1
construcao_ferramentas_construcao,1.0,0.25,0.0022,1
beleza_saude,4.0,0.2,0.020736,1
utilidades_domesticas,1.0,0.25,0.006,1
automotivo,3.0,0.7,0.00528,1
eletroportateis,3.0,2.825,0.0234,1
moveis_decoracao,7.0,0.95,0.008866,1
fashion_bolsas_e_acessorios,2.0,0.05,0.00128,1
beleza_saude,4.0,0.3,0.00252,1
esporte_lazer,3.0,0.6,0.0114,1
fashion_bolsas_e_acessorios,6.0,0.2,0.001584,1
utilidades_domesticas,5.0,0.4,0.002016,1
moveis_cozinha_area_de_servico_jantar_e_jardim,6.0,21.15,0.126665,1
brinquedos,5.0,0.3,0.002112,1
brinquedos,1.0,0.9,0.0144,1
relogios_presentes,1.0,0.576,0.00442,1
pet_shop,2.0,0.7,0.01152,1
utilidades_domesticas,3.0,0.45,0.002618,1
informatica_acessorios,2.0,0.496,0.016380000000000002,1
esporte_lazer,1.0,4.35,0.008,1
informatica_acessorios,1.0,0.65,0.003168,1
moveis_decoracao,2.0,0.5,0.013475,1
bebes,1.0,0.6,0.009375,1
esporte_lazer,1.0,2.75,0.0135,1
telefonia,1.0,0.3,0.000627,1
utilidades_domesticas,1.0,3.35,0.000352,1
beleza_saude,3.0,1.25,0.005544,1
telefonia_fixa,3.0,0.1,0.000704,1
cama_mesa_banho,1.0,1.325,0.007429000000000001,1
esporte_lazer,1.0,0.85,0.010098,1
moveis_decoracao,2.0,0.7,0.006188,1
brinquedos,3.0,1.2,0.007644,1
eletronicos,1.0,0.15,0.0028,1
relogios_presentes,1.0,0.95,0.003465,1
utilidades_domesticas,2.0,0.3,0.012,1
beleza_saude,1.0,2.4,0.00576,1
esporte_lazer,5.0,4.45,0.045,1
cama_mesa_banho,1.0,6.7,0.027,1
eletrodomesticos_2,2.0,5.6,0.039,1
eletrodomesticos,3.0,0.45,0.0039,1
perfumaria,3.0,0.8,0.010868,1
papelaria,3.0,0.45,0.021,1
moveis_decoracao,2.0,0.85,0.027,1
ferramentas_jardim,3.0,2.25,0.003128,1
automotivo,6.0,5.95,0.020539,1
cama_mesa_banho,1.0,0.625,0.00264,1
informatica_acessorios,1.0,0.1,0.001425,1
moveis_decoracao,3.0,0.45,0.024057,1
cama_mesa_banho,1.0,1.45,0.0156,1
malas_acessorios,4.0,19.9,0.12705,1
telefonia,2.0,0.05,0.000627,1
cama_mesa_banho,1.0,2.6,0.009009,1
brinquedos,2.0,0.561,0.01188,1
automotivo,3.0,0.6,0.006048,1
brinquedos,1.0,0.5,0.001568,1
esporte_lazer,1.0,0.562,0.00442,1
utilidades_domesticas,1.0,1.775,0.01386,1
papelaria,4.0,0.5,0.0132,1
beleza_saude,3.0,0.05,0.005625,1
ferramentas_jardim,1.0,0.2,0.0017600000000000003,1
automotivo,1.0,14.1,0.080724,1
automotivo,2.0,0.1,0.001008,1
cool_stuff,6.0,0.45,0.00867,1
pet_shop,4.0,1.4,0.024,1
musica,5.0,1.85,0.014025,1
utilidades_domesticas,1.0,0.25,0.001672,1
relogios_presentes,2.0,0.25,0.000352,1
,,0.25,0.001768,1
moveis_sala,4.0,1.25,0.005408,1
ferramentas_jardim,1.0,6.8,0.048,1
telefonia,6.0,0.3,0.000816,1
fashion_bolsas_e_acessorios,2.0,0.2,0.001408,1
brinquedos,1.0,0.425,0.01176,1
fashion_bolsas_e_acessorios,3.0,1.6,0.022386,1
utilidades_domesticas,2.0,0.5,0.00468,1
cama_mesa_banho,1.0,10.15,0.045,1
esporte_lazer,1.0,0.25,0.00384,1
,,0.4,0.00294,1
moveis_decoracao,2.0,1.0,0.0333,1
cama_mesa_banho,1.0,2.6,0.024192,1
livros_tecnicos,1.0,0.6,0.001104,1
moveis_decoracao,1.0,1.0,0.036,1
instrumentos_musicais,2.0,3.75,0.014580000000000003,1
moveis_decoracao,3.0,0.2,0.0018,1
casa_construcao,7.0,0.6,0.006912,1
construcao_ferramentas_construcao,3.0,1.7,0.00468,1
climatizacao,2.0,0.15,0.0125,1
alimentos,2.0,0.75,0.00512,1
ferramentas_jardim,1.0,0.6,0.001408,1
brinquedos,1.0,0.5,0.00231,1
relogios_presentes,3.0,0.7,0.002565,1
esporte_lazer,1.0,0.6,0.0072,1
eletrodomesticos,2.0,0.3,0.001872,1
esporte_lazer,1.0,10.443,0.021112,1
brinquedos,4.0,19.7,0.09072,1
pet_shop,1.0,0.138,0.003094,1
perfumaria,2.0,0.4,0.002268,1
beleza_saude,1.0,0.5,0.00384,1
moveis_decoracao,11.0,2.3,0.033046,1
telefonia,1.0,0.1,0.001188,1
perfumaria,1.0,0.15,0.001547,1
cama_mesa_banho,2.0,1.3,0.040467,1
utilidades_domesticas,2.0,3.55,0.029584,1
automotivo,1.0,0.975,0.03248,1
beleza_saude,4.0,1.2,0.008901,1
moveis_decoracao,1.0,3.85,0.027,1
automotivo,1.0,0.9,0.064,1
livros_interesse_geral,1.0,0.3,0.0024,1
construcao_ferramentas_ferramentas,3.0,0.3,0.005824,1
moveis_decoracao,1.0,2.4,0.002268,1
brinquedos,3.0,0.9,0.042,1
utilidades_domesticas,1.0,5.3,0.0315,1
utilidades_domesticas,1.0,3.35,0.0768,1
moveis_decoracao,1.0,0.8,0.027,1
ferramentas_jardim,1.0,0.25,0.00198,1
beleza_saude,7.0,0.7,0.004807,1
esporte_lazer,2.0,0.3,0.03784,1
utilidades_domesticas,1.0,8.1,0.044022,1
informatica_acessorios,2.0,0.15,0.000624,1
perfumaria,1.0,0.25,0.00792,1
automotivo,2.0,0.1,0.000816,1
utilidades_domesticas,3.0,0.3,0.008,1
cama_mesa_banho,2.0,2.45,0.007,1
pet_shop,1.0,2.5,0.004807,1
utilidades_domesticas,1.0,2.41,0.034375,1
automotivo,1.0,0.55,0.00135,1
automotivo,4.0,0.07,0.000912,1
esporte_lazer,1.0,0.4,0.0044,1
cama_mesa_banho,1.0,2.55,0.012,1
esporte_lazer,4.0,0.7,0.0064,1
informatica_acessorios,1.0,0.57,0.005984,1
moveis_decoracao,2.0,2.95,0.03675,1
cama_mesa_banho,1.0,18.8,0.06,1
automotivo,3.0,1.85,0.006,1
utilidades_domesticas,5.0,0.575,0.010368,1
telefonia_fixa,1.0,0.75,0.008748,1
beleza_saude,1.0,0.4,0.0114,1
papelaria,3.0,0.8,0.01904,1
utilidades_domesticas,1.0,0.24,0.005236,1
ferramentas_jardim,1.0,6.05,0.046875,1
esporte_lazer,5.0,2.8,0.051744000000000005,1
moveis_decoracao,3.0,0.3,0.002268,1
telefonia,1.0,0.2,0.008,1
utilidades_domesticas,1.0,0.963,0.009702,1
bebes,4.0,5.15,0.016,1
relogios_presentes,1.0,0.198,0.002704,1
ferramentas_jardim,4.0,8.875,0.02408,1
cama_mesa_banho,1.0,1.3,0.00645,1
informatica_acessorios,1.0,0.45,0.0017760000000000002,1
beleza_saude,4.0,20.1,0.108,1
utilidades_domesticas,1.0,1.1,0.014384,1
utilidades_domesticas,1.0,0.25,0.003072,1
informatica_acessorios,1.0,0.2,0.002378,1
utilidades_domesticas,4.0,0.325,0.006,1
informatica_acessorios,1.0,0.2,0.004433,1
alimentos_bebidas,2.0,0.262,0.0084,1
esporte_lazer,1.0,0.98,0.008112,1
artigos_de_natal,1.0,2.85,0.0144,1
beleza_saude,1.0,0.25,0.00099,1
moveis_escritorio,1.0,8.375,0.045084,1
telefonia,2.0,0.4,0.004096,1
ferramentas_jardim,4.0,0.15,0.000352,1
ferramentas_jardim,4.0,0.6,0.004032,1
informatica_acessorios,6.0,2.9,0.00594,1
perfumaria,1.0,0.458,0.003705,1
papelaria,2.0,0.75,0.001428,1
pet_shop,3.0,0.15,0.015625,1
beleza_saude,1.0,0.3,0.001944,1
musica,3.0,0.55,0.004096,1
esporte_lazer,1.0,1.175,0.011424,1
automotivo,1.0,0.98,0.00204,1
moveis_decoracao,1.0,9.9,0.042875,1
moveis_decoracao,8.0,0.9,0.008866,1
cama_mesa_banho,1.0,0.25,0.0017920000000000002,1
malas_acessorios,1.0,0.65,0.00495,1
esporte_lazer,4.0,0.277,0.002431,1
perfumaria,1.0,3.733,0.017226,1
utilidades_domesticas,5.0,1.075,0.004608,1
utilidades_domesticas,1.0,1.05,0.017576,1
perfumaria,1.0,0.45,0.008,1
cama_mesa_banho,2.0,1.5,0.009,1
instrumentos_musicais,1.0,0.15,0.00081,1
beleza_saude,1.0,1.3,0.01144,1
pet_shop,5.0,1.8,0.027,1
brinquedos,2.0,0.8,0.03393,1
beleza_saude,1.0,4.35,0.004096,1
informatica_acessorios,5.0,1.7,0.007452,1
brinquedos,1.0,0.63,0.009424,1
livros_importados,1.0,0.25,0.001518,1
esporte_lazer,1.0,2.4,0.009261,1
cool_stuff,3.0,0.797,0.003808,1
cama_mesa_banho,4.0,9.15,0.06,1
informatica_acessorios,3.0,0.85,0.006664,1
cama_mesa_banho,1.0,2.65,0.009009,1
automotivo,1.0,0.5,0.002268,1
esporte_lazer,5.0,0.7,0.00304,1
relogios_presentes,6.0,0.2,0.000352,1
moveis_decoracao,1.0,0.8,0.007259999999999999,1
relogios_presentes,4.0,0.4,0.000352,1
cama_mesa_banho,1.0,0.25,0.00256,1
fashion_calcados,4.0,0.45,0.00638,1
,,7.4,0.0084,1
brinquedos,1.0,0.5,0.023625,1
utilidades_domesticas,4.0,9.95,0.058621,1
beleza_saude,1.0,1.6,0.0144,1
esporte_lazer,5.0,2.5,0.02112,1
telefonia,1.0,0.15,0.000836,1
beleza_saude,1.0,0.15,0.00099,1
utilidades_domesticas,2.0,1.4,0.01764,1
,,0.2,0.001452,1
beleza_saude,1.0,0.25,0.002898,1
casa_construcao,1.0,0.6,0.006,1
pet_shop,4.0,3.0,0.017712,1
casa_construcao,1.0,8.9,0.05952000000000001,1
informatica_acessorios,2.0,6.5,0.018,1
informatica_acessorios,1.0,0.513,0.005852,1
informatica_acessorios,4.0,0.65,0.00102,1
fashion_bolsas_e_acessorios,1.0,0.25,0.000352,1
esporte_lazer,3.0,0.125,0.00966,1
telefonia,1.0,0.1,0.00048,1
beleza_saude,1.0,1.15,0.004096,1
bebes,2.0,8.25,0.04928,1
relogios_presentes,3.0,0.77,0.008788,1
telefonia,1.0,0.1,0.001152,1
esporte_lazer,1.0,0.4,0.003456,1
perfumaria,1.0,0.15,0.001296,1
eletrodomesticos,3.0,3.9,0.035,1
moveis_decoracao,1.0,1.4,0.042875,1
audio,3.0,1.075,0.024,1
moveis_escritorio,1.0,6.4,0.0441,1
cool_stuff,2.0,0.45,0.004224,1
telefonia,1.0,0.117,0.001235,1
telefonia,4.0,0.3,0.000816,1
brinquedos,3.0,0.6,0.017496,1
moveis_decoracao,4.0,15.4,0.096,1
cama_mesa_banho,1.0,0.55,0.00324,1
construcao_ferramentas_construcao,1.0,0.37,0.011088,1
informatica_acessorios,1.0,0.2,0.008,1
beleza_saude,1.0,0.55,0.004096,1
construcao_ferramentas_iluminacao,2.0,0.95,0.01184,1
automotivo,1.0,5.5,0.03584,1
telefonia,5.0,0.15,0.00114,1
brinquedos,1.0,0.45,0.021141,1
automotivo,4.0,0.25,0.0068,1
informatica_acessorios,1.0,0.8,0.00969,1
utilidades_domesticas,3.0,0.55,0.00576,1
esporte_lazer,4.0,0.4,0.001428,1
utilidades_domesticas,5.0,1.25,0.014,1
moveis_decoracao,1.0,1.85,0.036,1
fashion_bolsas_e_acessorios,8.0,0.4,0.006776000000000001,1
eletrodomesticos_2,3.0,15.75,0.106352,1
cool_stuff,1.0,0.42,0.006552,1
automotivo,1.0,0.35,0.0017600000000000003,1
utilidades_domesticas,2.0,0.5,0.002688,1
perfumaria,1.0,0.1,0.00418,1
esporte_lazer,6.0,1.3,0.03,1
automotivo,1.0,0.05,0.0017600000000000003,1
beleza_saude,1.0,1.029,0.0051,1
utilidades_domesticas,1.0,0.6,0.025515,1
beleza_saude,1.0,0.875,0.00396,1
esporte_lazer,6.0,0.9,0.0242,1
cama_mesa_banho,3.0,0.65,0.006731999999999999,1
cama_mesa_banho,1.0,0.5,0.001,1
informatica_acessorios,4.0,1.625,0.007728,1
utilidades_domesticas,1.0,0.45,0.002736,1
eletronicos,2.0,0.15,0.00432,1
beleza_saude,2.0,0.6,0.009936,1
automotivo,1.0,5.35,0.05705700000000001,1
consoles_games,1.0,0.4,0.001764,1
brinquedos,4.0,0.274,0.00544,1
artigos_de_natal,1.0,0.6,0.0035200000000000006,1
cama_mesa_banho,1.0,4.05,0.0138,1
construcao_ferramentas_iluminacao,3.0,0.6,0.013230000000000002,1
utilidades_domesticas,1.0,0.95,0.009522,1
automotivo,1.0,2.6,0.014,1
beleza_saude,1.0,1.4,0.0486,1
relogios_presentes,3.0,0.3,0.000352,1
automotivo,5.0,7.2,0.012672,1
utilidades_domesticas,6.0,1.95,0.01024,1
