length,width,height,bkwt,days_until_departure,bkvol,is_dmv,rcsvol,product_type_arm,product_type_avi,product_type_dgr,product_type_gen,product_type_hum,product_type_per,product_type_val,product_type_vun
65.0,64.0,63.0,10100.0,2,262080.0,0,212782.2273242001,0,0,0,0,0,0,0,1
21.0,14.0,14.0,800.0,2,4116.0,0,4552.905644121461,0,0,1,0,0,0,0,0
34.0,26.0,5.0,200.0,2,4420.0,0,3835.088448748741,0,0,0,1,0,0,0,0
16.0,25.0,65.0,5450.0,3,26000.0,0,25087.317084871574,1,0,0,0,0,0,0,0
16.0,16.0,10.0,500.0,3,2560.0,0,2303.480471281321,0,1,0,0,0,0,0,0
53.0,18.0,51.0,7725.0,1,48654.0,0,55066.302117177096,0,1,0,0,0,0,0,0
35.0,29.0,8.0,1600.0,2,8120.0,0,6723.141161064052,0,0,0,0,0,1,0,0
28.0,15.0,15.0,306.0,2,6300.0,0,5996.154892299668,0,0,0,0,1,0,0,0
48.0,56.0,38.0,4150.0,3,102144.0,0,118004.39200711253,0,0,1,0,0,0,0,0
35.0,20.0,10.0,500.0,1,7000.0,0,7639.004287666681,0,0,0,0,0,1,0,0
21.0,20.0,12.0,314.0,1,5040.0,0,4130.690975796826,0,0,0,0,0,1,0,0
38.0,14.0,12.0,450.0,1,6384.0,0,5656.243037996704,0,0,0,1,0,0,0,0
15.0,20.0,15.0,6250.0,1,4500.0,0,5333.262399888023,1,0,0,0,0,0,0,0
23.0,15.0,8.0,550.0,1,2760.0,0,2499.8160652210577,0,0,0,1,0,0,0,0
40.0,28.0,28.0,1000.0,2,31360.0,0,30599.059347486345,0,0,0,0,1,0,0,0
19.0,14.0,13.0,1300.0,1,3458.0,0,3842.368643462876,0,1,0,0,0,0,0,0
17.0,13.0,8.0,300.0,2,1768.0,0,1524.6815575065264,0,0,0,0,0,0,0,1
30.0,15.0,10.0,200.0,1,4500.0,0,4545.394853103888,0,1,0,0,0,0,0,0
16.0,11.0,2.0,600.0,2,352.0,0,376.0442171401776,0,0,0,0,0,0,0,1
28.0,25.0,25.0,700.0,2,17500.0,0,17566.908924973064,1,0,0,0,0,0,0,0
16.0,11.0,3.0,100.0,1,528.0,0,495.534300194394,0,0,0,1,0,0,0,0
25.0,23.0,27.0,50.0,2,15525.0,0,15819.658169982433,0,0,0,0,1,0,0,0
30.0,23.0,27.0,6183.0,1,18630.0,0,18863.31658417567,0,0,1,0,0,0,0,0
36.0,37.0,49.0,6170.0,2,65268.0,0,75119.93566601255,0,0,0,0,0,0,1,0
18.0,11.0,6.0,100.0,2,1188.0,0,1128.1018105096252,1,0,0,0,0,0,0,0
24.0,19.0,6.0,700.0,1,2736.0,0,2753.3731996158813,0,0,1,0,0,0,0,0
16.0,12.0,25.0,600.0,1,4800.0,0,3895.0014953810223,0,1,0,0,0,0,0,0
51.0,35.0,8.0,3500.0,2,14280.0,0,14813.031779827526,0,0,1,0,0,0,0,0
22.0,22.0,26.0,6100.0,2,12584.0,0,13229.95596015947,1,0,0,0,0,0,0,0
50.0,60.0,10.0,600.0,1,30000.0,0,34907.61117870007,0,0,0,0,0,0,1,0
22.0,12.0,10.0,617.0,1,2640.0,0,2787.180188314474,1,0,0,0,0,0,0,0
49.0,18.0,28.0,984.0,2,24696.0,0,24238.387063048358,0,0,1,0,0,0,0,0
16.0,16.0,18.0,500.0,3,4608.0,0,5360.161126538382,0,0,0,0,0,0,1,0
24.0,12.0,8.0,150.0,3,2304.0,0,2724.1303777709177,0,0,0,0,0,1,0,0
30.0,32.0,6.0,1150.0,1,5760.0,0,4990.094517052977,0,1,0,0,0,0,0,0
20.0,15.0,10.0,300.0,2,3000.0,0,3577.6700152851854,1,0,0,0,0,0,0,0
17.0,11.0,6.0,150.0,2,1122.0,0,975.1576923287196,0,0,0,0,0,0,0,1
20.0,20.0,20.0,600.0,2,8000.0,0,9335.21330055969,0,0,0,0,1,0,0,0
44.0,47.0,29.0,7413.0,2,59972.0,0,56814.61647205432,0,0,0,0,0,1,0,0
17.0,13.0,12.0,120.0,1,2652.0,0,2666.5204125547502,0,1,0,0,0,0,0,0
26.0,17.0,17.0,1450.0,3,7514.0,0,8991.01570280956,0,0,1,0,0,0,0,0
24.0,12.0,8.0,150.0,2,2304.0,0,2717.1063463882056,0,0,0,0,0,0,0,1
18.0,15.0,12.0,350.0,3,3240.0,0,2745.5517814186414,0,0,0,0,0,0,0,1
37.0,12.0,6.0,500.0,1,2664.0,0,2650.7941506897573,0,0,0,0,1,0,0,0
44.0,42.0,16.0,2900.0,1,29568.0,0,31999.15033127276,0,0,1,0,0,0,0,0
16.0,20.0,22.0,700.0,2,7040.0,0,7619.622786507955,0,0,0,0,0,0,1,0
30.0,13.0,9.0,990.0,2,3510.0,0,3295.380264342247,1,0,0,0,0,0,0,0
26.0,22.0,25.0,1201.0,3,14300.0,0,16266.2155990845,0,0,0,0,0,0,0,1
40.0,30.0,7.0,1700.0,3,8400.0,0,9807.327170473556,0,0,0,1,0,0,0,0
60.0,15.0,15.0,3000.0,2,13500.0,0,15288.72119488443,0,0,0,0,1,0,0,0
16.0,12.0,7.0,350.0,3,1344.0,0,1150.6376911622447,0,0,1,0,0,0,0,0
30.0,30.0,30.0,2450.0,2,27000.0,0,27418.733297921524,1,0,0,0,0,0,0,0
35.0,35.0,35.0,7350.0,3,42875.0,0,42510.41495937689,0,0,1,0,0,0,0,0
26.0,21.0,16.0,400.0,1,8736.0,0,6990.826327684789,0,1,0,0,0,0,0,0
22.0,22.0,15.0,200.0,3,7260.0,0,8482.212895260689,1,0,0,0,0,0,0,0
16.0,15.0,14.0,625.0,1,3360.0,0,2904.077968844725,0,0,0,0,0,1,0,0
16.0,11.0,7.0,100.0,1,1232.0,0,1020.9992290502698,0,1,0,0,0,0,0,0
61.0,46.0,11.0,7500.0,1,30866.0,0,26289.9082403102,0,0,0,0,0,0,0,1
16.0,11.0,2.0,200.0,2,352.0,0,389.9343316523733,0,0,0,0,0,0,0,1
43.0,28.0,15.0,1020.0,3,18060.0,0,16162.839223892466,0,0,0,0,1,0,0,0
19.0,15.0,13.0,285.0,3,3705.0,0,2995.0525882779434,0,0,0,0,0,1,0,0
40.0,30.0,2.0,650.0,1,2400.0,0,2066.9493194675047,0,0,0,0,0,0,0,1
43.0,25.0,35.0,4375.0,3,37625.0,0,42000.670809999974,0,0,0,1,0,0,0,0
36.0,35.0,10.0,3500.0,3,12600.0,0,12402.680651797438,0,0,0,1,0,0,0,0
35.0,15.0,35.0,200.0,1,18375.0,0,19885.012866718487,0,0,0,0,0,0,1,0
16.0,12.0,10.0,466.0,1,1920.0,0,1972.8988395612535,0,0,0,0,0,1,0,0
18.0,12.0,6.0,200.0,3,1296.0,0,1364.2655329272095,1,0,0,0,0,0,0,0
21.0,19.0,18.0,1867.0,2,7182.0,0,5916.207756778638,0,0,0,0,1,0,0,0
20.0,15.0,7.0,200.0,3,2100.0,0,1832.094455223848,0,0,0,1,0,0,0,0
33.0,22.0,6.0,1000.0,3,4356.0,0,4601.855823443119,0,0,0,0,0,0,1,0
35.0,29.0,15.0,1350.0,3,15225.0,0,18144.289209859413,0,0,0,0,1,0,0,0
19.0,11.0,4.0,100.0,3,836.0,0,747.1319875554882,0,0,0,0,1,0,0,0
40.0,20.0,20.0,3700.0,2,16000.0,0,18430.005358140803,0,0,0,0,0,0,1,0
17.0,17.0,27.0,500.0,2,7803.0,0,9126.69902127341,0,0,1,0,0,0,0,0
30.0,30.0,30.0,1400.0,1,27000.0,0,25488.935139096335,0,0,0,1,0,0,0,0
16.0,11.0,6.0,200.0,3,1056.0,0,1027.2289480909799,0,0,0,0,1,0,0,0
50.0,40.0,11.0,500.0,1,22000.0,0,19032.303219421792,0,0,1,0,0,0,0,0
68.0,13.0,8.0,600.0,2,7072.0,0,6502.008074921712,0,0,0,1,0,0,0,0
16.0,16.0,20.0,500.0,1,5120.0,0,4097.340159566219,1,0,0,0,0,0,0,0
67.0,49.0,20.0,10950.0,2,65660.0,0,52874.76864824128,0,0,0,0,1,0,0,0
18.0,13.0,16.0,150.0,3,3744.0,0,3987.583361357865,1,0,0,0,0,0,0,0
45.0,35.0,2.0,600.0,2,3150.0,0,3733.2047447935006,0,0,0,0,0,0,0,1
16.0,16.0,20.0,1050.0,1,5120.0,0,5387.491989227725,0,0,0,0,1,0,0,0
22.0,25.0,35.0,750.0,3,19250.0,0,18385.65529787276,0,0,1,0,0,0,0,0
16.0,16.0,10.0,800.0,2,2560.0,0,2224.14932417974,0,0,0,0,0,0,1,0
16.0,20.0,2.0,250.0,3,640.0,0,523.8205991381086,0,0,1,0,0,0,0,0
20.0,20.0,20.0,750.0,3,8000.0,0,6539.761195960731,0,0,0,0,1,0,0,0
16.0,32.0,49.0,1200.0,2,25088.0,0,27049.876799667545,0,1,0,0,0,0,0,0
26.0,16.0,16.0,200.0,3,6656.0,0,6888.064418283526,0,0,0,0,1,0,0,0
16.0,11.0,24.0,1500.0,1,4224.0,0,4722.407424242942,0,0,0,0,0,0,0,1
21.0,17.0,17.0,696.0,3,6069.0,0,6732.3805726382325,0,0,0,0,1,0,0,0
50.0,50.0,30.0,15000.0,3,75000.0,0,64350.722881993395,0,0,0,0,1,0,0,0
30.0,30.0,30.0,1400.0,2,27000.0,0,31000.080431703267,0,0,0,0,0,0,1,0
48.0,25.0,25.0,2200.0,3,30000.0,0,26330.497673141137,0,0,0,0,0,1,0,0
23.0,16.0,15.0,300.0,2,5520.0,0,6107.31063146317,1,0,0,0,0,0,0,0
35.0,25.0,20.0,750.0,2,17500.0,0,16151.828993131148,0,0,0,0,0,1,0,0
18.0,13.0,9.0,300.0,2,2106.0,0,2245.7249221516195,1,0,0,0,0,0,0,0
35.0,35.0,20.0,700.0,3,24500.0,0,29149.060396776487,0,1,0,0,0,0,0,0
22.0,20.0,6.0,600.0,2,2640.0,0,2868.348922574545,0,0,0,0,1,0,0,0
16.0,11.0,6.0,250.0,1,1056.0,0,850.3291065806292,1,0,0,0,0,0,0,0
20.0,25.0,20.0,100.0,2,10000.0,0,8455.356314339084,0,0,0,0,0,0,0,1
28.0,37.0,10.0,350.0,1,10360.0,0,11680.444514227756,1,0,0,0,0,0,0,0
80.0,60.0,10.0,700.0,1,48000.0,0,39207.162651482824,0,0,0,0,0,0,1,0
20.0,20.0,20.0,1000.0,3,8000.0,0,6650.455806843845,0,0,0,0,0,0,0,1
20.0,20.0,20.0,1250.0,3,8000.0,0,7257.045076706999,0,0,0,0,0,1,0,0
20.0,15.0,10.0,600.0,3,3000.0,0,2789.0115612593436,1,0,0,0,0,0,0,0
19.0,19.0,13.0,325.0,2,4693.0,0,5544.729858089904,0,0,0,0,0,1,0,0
30.0,30.0,5.0,1750.0,3,4500.0,0,3657.727693194845,0,0,1,0,0,0,0,0
45.0,35.0,15.0,2200.0,2,23625.0,0,27646.580592146678,0,0,0,0,0,0,1,0
105.0,25.0,7.0,1500.0,1,18375.0,0,17620.416993041243,0,0,0,0,0,0,0,1
40.0,40.0,15.0,400.0,1,24000.0,0,24629.335548925133,0,1,0,0,0,0,0,0
27.0,28.0,17.0,486.0,2,12852.0,0,14277.9468300516,0,0,0,0,1,0,0,0
18.0,13.0,8.0,450.0,1,1872.0,0,1520.7377091553703,0,0,1,0,0,0,0,0
42.0,15.0,25.0,2300.0,2,15750.0,0,18433.017257819254,0,0,0,0,0,1,0,0
23.0,17.0,2.0,250.0,1,782.0,0,640.648578069292,0,0,0,0,0,0,0,1
16.0,11.0,21.0,500.0,3,3696.0,0,3720.0951176027625,0,1,0,0,0,0,0,0
45.0,35.0,25.0,6600.0,2,39375.0,0,44484.64322153769,1,0,0,0,0,0,0,0
19.0,23.0,17.0,1250.0,1,7429.0,0,7300.82617741481,0,0,0,0,0,0,1,0
16.0,15.0,15.0,700.0,2,3600.0,0,3277.381791300892,0,0,0,0,0,0,1,0
16.0,17.0,16.0,475.0,2,4352.0,0,4097.829364105828,0,0,0,0,1,0,0,0
50.0,37.0,2.0,1200.0,2,3700.0,0,3898.1534597514747,0,0,0,0,0,1,0,0
27.0,17.0,13.0,300.0,3,5967.0,0,5168.374895201077,0,0,0,0,0,0,1,0
16.0,16.0,20.0,700.0,1,5120.0,0,4903.5297102587,0,1,0,0,0,0,0,0
58.0,58.0,20.0,14050.0,1,67280.0,0,74973.15605074972,0,0,0,1,0,0,0,0
16.0,13.0,16.0,400.0,2,3328.0,0,2863.1608480460536,0,1,0,0,0,0,0,0
21.0,26.0,18.0,775.0,3,9828.0,0,10400.177736514916,0,0,1,0,0,0,0,0
55.0,35.0,25.0,1500.0,2,48125.0,0,40974.02946099858,0,0,0,1,0,0,0,0
19.0,12.0,7.0,350.0,1,1596.0,0,1838.961668631273,1,0,0,0,0,0,0,0
20.0,21.0,58.0,750.0,3,24360.0,0,25218.81307450355,1,0,0,0,0,0,0,0
21.0,15.0,8.0,500.0,1,2520.0,0,2618.713654688001,0,0,0,0,0,1,0,0
24.0,15.0,12.0,600.0,2,4320.0,0,5036.614134774263,0,0,0,1,0,0,0,0
20.0,18.0,14.0,500.0,3,5040.0,0,5969.792343418339,0,1,0,0,0,0,0,0
40.0,11.0,15.0,600.0,2,6600.0,0,6899.923041365019,0,0,0,0,0,0,1,0
20.0,20.0,10.0,700.0,1,4000.0,0,4798.579490200888,0,0,0,0,1,0,0,0
16.0,11.0,22.0,650.0,2,3872.0,0,3981.0113746289635,0,0,0,0,0,0,0,1
20.0,11.0,11.0,450.0,1,2420.0,0,2830.7610474146272,0,0,0,0,1,0,0,0
28.0,13.0,11.0,750.0,3,4004.0,0,3259.488798250821,0,0,0,1,0,0,0,0
21.0,21.0,21.0,2300.0,2,9261.0,0,8549.068766992666,0,0,0,0,0,1,0,0
20.0,30.0,30.0,700.0,2,18000.0,0,14645.250764656083,1,0,0,0,0,0,0,0
57.0,22.0,54.0,12050.0,2,67716.0,0,72298.89465936997,0,0,0,0,1,0,0,0
20.0,20.0,20.0,450.0,2,8000.0,0,9244.370855929563,0,0,0,0,1,0,0,0
36.0,36.0,38.0,2950.0,3,49248.0,0,52047.46045354446,0,0,0,0,0,0,0,1
44.0,13.0,17.0,350.0,1,9724.0,0,8038.982853868877,0,0,0,0,1,0,0,0
24.0,17.0,3.0,600.0,1,1224.0,0,1102.9749061809337,0,0,0,0,0,1,0,0
18.0,12.0,4.0,225.0,3,864.0,0,954.9378285347054,0,0,1,0,0,0,0,0
65.0,35.0,72.0,25600.0,1,163800.0,0,190670.7035989625,1,0,0,0,0,0,0,0
33.0,26.0,27.0,950.0,3,23166.0,0,25071.198173667257,0,0,0,1,0,0,0,0
30.0,35.0,30.0,1300.0,1,31500.0,0,25442.95283743632,0,0,0,0,1,0,0,0
21.0,14.0,7.0,150.0,1,2058.0,0,2118.3659747074066,0,0,0,1,0,0,0,0
18.0,14.0,10.0,461.0,1,2520.0,0,2998.2643492974044,0,0,0,0,0,1,0,0
23.0,20.0,17.0,3050.0,2,7820.0,0,6891.5418119486885,0,0,1,0,0,0,0,0
80.0,76.0,10.0,12250.0,2,60800.0,0,52448.507373467466,1,0,0,0,0,0,0,0
36.0,16.0,37.0,3000.0,3,21312.0,0,24762.67420429775,0,0,0,0,0,0,0,1
16.0,11.0,10.0,700.0,3,1760.0,0,1707.3632035434316,0,0,0,0,0,0,1,0
16.0,13.0,6.0,100.0,1,1248.0,0,1371.6334499182608,0,0,0,0,0,0,0,1
29.0,29.0,9.0,8525.0,3,7569.0,0,6249.785322143322,0,0,0,0,0,0,0,1
22.0,33.0,12.0,800.0,2,8712.0,0,8357.93661005723,1,0,0,0,0,0,0,0
32.0,32.0,75.0,2010.0,1,76800.0,0,84713.03343306787,0,0,0,0,0,0,1,0
43.0,17.0,11.0,525.0,3,8041.0,0,7833.302823396098,0,0,0,0,0,0,0,1
30.0,25.0,10.0,1500.0,3,7500.0,0,8944.449992074298,0,0,0,0,0,0,0,1
40.0,30.0,5.0,1500.0,2,6000.0,0,7041.002110108396,0,0,0,1,0,0,0,0
25.0,19.0,10.0,424.0,2,4750.0,0,4328.5389418268915,0,0,0,0,1,0,0,0
37.0,37.0,37.0,1300.0,2,50653.0,0,59273.37469526742,0,0,0,0,1,0,0,0
54.0,42.0,9.0,1450.0,1,20412.0,0,16966.29841510676,1,0,0,0,0,0,0,0
50.0,30.0,30.0,7600.0,1,45000.0,0,37746.971627361614,0,0,0,0,0,0,0,1
45.0,31.0,27.0,5275.0,3,37665.0,0,40316.64672842324,0,0,0,1,0,0,0,0
17.0,15.0,13.0,217.0,1,3315.0,0,3882.039645034909,0,0,0,0,0,0,0,1
30.0,16.0,2.0,300.0,2,960.0,0,1125.0607980141433,0,0,0,0,0,1,0,0
30.0,24.0,3.0,750.0,3,2160.0,0,1885.923590135333,0,0,0,0,0,1,0,0
44.0,21.0,34.0,10150.0,1,31416.0,0,27486.10202205553,0,1,0,0,0,0,0,0
42.0,30.0,2.0,350.0,3,2520.0,0,2362.672729849516,0,0,0,0,0,0,0,1
26.0,11.0,11.0,450.0,2,3146.0,0,2977.978015859088,1,0,0,0,0,0,0,0
20.0,20.0,20.0,500.0,1,8000.0,0,9380.500591411883,0,0,0,0,0,0,1,0
20.0,15.0,10.0,200.0,3,3000.0,0,2694.187200904367,0,0,0,0,0,1,0,0
42.0,36.0,16.0,2700.0,3,24192.0,0,26207.95717333089,0,0,0,0,0,0,0,1
36.0,25.0,7.0,600.0,3,6300.0,0,5335.056654384807,0,0,0,0,0,0,0,1
20.0,20.0,20.0,250.0,2,8000.0,0,6982.845314154019,0,0,0,0,0,0,1,0
30.0,20.0,42.0,450.0,2,25200.0,0,30007.469101059836,1,0,0,0,0,0,0,0
60.0,60.0,25.0,15050.0,1,90000.0,0,87990.10899797619,0,0,0,0,0,0,0,1
58.0,58.0,35.0,19100.0,3,117740.0,0,131860.12869433805,0,0,0,1,0,0,0,0
16.0,13.0,4.0,600.0,3,832.0,0,886.8776074356492,0,0,0,0,1,0,0,0
48.0,48.0,23.0,13300.0,1,52992.0,0,56611.32630856489,0,1,0,0,0,0,0,0
33.0,17.0,20.0,2150.0,1,11220.0,0,13372.923566677244,0,0,1,0,0,0,0,0
35.0,30.0,20.0,2200.0,2,21000.0,0,22882.25491620905,0,0,0,0,0,1,0,0
25.0,18.0,21.0,1050.0,2,9450.0,0,8479.603388870868,0,1,0,0,0,0,0,0
43.0,33.0,8.0,1350.0,3,11352.0,0,9970.305656160399,0,0,0,1,0,0,0,0
64.0,52.0,16.0,9400.0,1,53248.0,0,53202.69936771483,0,0,0,1,0,0,0,0
20.0,15.0,10.0,650.0,3,3000.0,0,2423.2035633394257,0,0,0,0,0,1,0,0
25.0,18.0,14.0,450.0,2,6300.0,0,7077.395319818395,0,0,0,0,0,0,0,1
20.0,14.0,11.0,800.0,3,3080.0,0,3343.501648059481,0,0,0,1,0,0,0,0
31.0,11.0,12.0,1100.0,2,4092.0,0,4547.474302319817,0,0,1,0,0,0,0,0
25.0,19.0,9.0,275.0,1,4275.0,0,4491.939809100576,0,0,0,0,0,0,0,1
28.0,18.0,9.0,400.0,3,4536.0,0,4644.598186512762,0,0,0,0,0,1,0,0
20.0,16.0,14.0,444.0,2,4480.0,0,4252.740462919508,0,0,0,0,1,0,0,0
20.0,15.0,10.0,200.0,2,3000.0,0,3162.8420670660867,0,0,0,0,0,1,0,0
69.0,11.0,11.0,450.0,1,8349.0,0,7607.046691009103,0,0,0,0,1,0,0,0
17.0,14.0,9.0,217.0,2,2142.0,0,2215.433568540268,1,0,0,0,0,0,0,0
16.0,16.0,5.0,400.0,3,1280.0,0,1388.9739591908483,0,1,0,0,0,0,0,0
40.0,20.0,30.0,1050.0,2,24000.0,0,26505.44577282391,0,0,0,0,1,0,0,0
16.0,11.0,16.0,150.0,1,2816.0,0,3295.9361852800093,0,0,0,0,0,0,0,1
20.0,15.0,15.0,200.0,1,4500.0,0,4253.123859813537,0,0,1,0,0,0,0,0
43.0,15.0,8.0,500.0,2,5160.0,0,5319.625765765236,0,0,0,0,1,0,0,0
31.0,20.0,20.0,400.0,2,12400.0,0,13789.710069546696,0,1,0,0,0,0,0,0
19.0,11.0,4.0,83.0,2,836.0,0,835.6318251272011,0,1,0,0,0,0,0,0
63.0,63.0,11.0,6400.0,1,43659.0,0,42377.449652416435,0,0,1,0,0,0,0,0
16.0,16.0,16.0,350.0,3,4096.0,0,3468.874213224033,0,0,0,0,1,0,0,0
16.0,25.0,27.0,1000.0,1,10800.0,0,10847.919470149753,0,0,1,0,0,0,0,0
19.0,19.0,19.0,200.0,1,6859.0,0,6625.100056973786,0,1,0,0,0,0,0,0
16.0,11.0,2.0,200.0,1,352.0,0,383.58121553568014,0,0,0,0,0,1,0,0
32.0,23.0,26.0,980.0,1,19136.0,0,15815.510516187038,0,0,0,0,0,1,0,0
52.0,42.0,6.0,767.0,1,13104.0,0,13847.104843883804,0,0,1,0,0,0,0,0
30.0,40.0,60.0,9900.0,3,72000.0,0,78703.35934619943,0,0,1,0,0,0,0,0
19.0,20.0,13.0,300.0,3,4940.0,0,5207.542435064668,1,0,0,0,0,0,0,0
41.0,40.0,10.0,1830.0,1,16400.0,0,19515.70135682414,0,1,0,0,0,0,0,0
20.0,30.0,10.0,200.0,3,6000.0,0,4919.6783340531365,0,0,0,0,0,0,1,0
27.0,22.0,7.0,500.0,1,4158.0,0,4629.355545774685,0,0,0,0,1,0,0,0
61.0,41.0,3.0,2000.0,3,7503.0,0,6286.719613471224,0,0,0,0,1,0,0,0
16.0,22.0,22.0,900.0,2,7744.0,0,7817.755616825864,0,1,0,0,0,0,0,0
16.0,14.0,6.0,200.0,3,1344.0,0,1391.1765296156539,0,0,1,0,0,0,0,0
42.0,15.0,25.0,2300.0,2,15750.0,0,13878.692143695625,0,0,0,0,0,1,0,0
28.0,24.0,13.0,450.0,3,8736.0,0,7424.10577268968,0,0,0,0,0,1,0,0
62.0,23.0,9.0,450.0,1,12834.0,0,13887.118563345735,0,0,0,0,1,0,0,0
30.0,20.0,15.0,450.0,3,9000.0,0,10356.809568841587,0,0,0,0,0,0,1,0
31.0,22.0,14.0,15225.0,3,9548.0,0,8383.211604388043,0,0,0,0,0,1,0,0
60.0,40.0,12.0,5250.0,2,28800.0,0,23347.25502808061,0,0,0,0,0,1,0,0
28.0,25.0,8.0,2350.0,1,5600.0,0,4521.47510092176,0,1,0,0,0,0,0,0
25.0,20.0,10.0,250.0,2,5000.0,0,4931.833326519606,0,0,1,0,0,0,0,0
20.0,20.0,20.0,2550.0,3,8000.0,0,6868.190466621368,0,0,0,0,0,1,0,0
20.0,20.0,10.0,200.0,2,4000.0,0,3218.8393969938584,0,0,0,0,0,0,1,0
20.0,20.0,25.0,1300.0,2,10000.0,0,9681.03276997386,1,0,0,0,0,0,0,0
30.0,18.0,10.0,1250.0,2,5400.0,0,5325.650297015573,0,0,1,0,0,0,0,0
25.0,19.0,2.0,150.0,2,950.0,0,1099.5051180590806,0,0,0,0,0,0,1,0
20.0,30.0,20.0,450.0,2,12000.0,1,5552.952755064416,0,0,1,0,0,0,0,0
20.0,18.0,14.0,678.0,3,5040.0,0,5587.998261051292,0,0,1,0,0,0,0,0
50.0,70.0,14.0,4250.0,1,49000.0,0,39548.659030356,0,0,0,1,0,0,0,0
17.0,16.0,13.0,799.0,1,3536.0,0,2839.3179022549552,1,0,0,0,0,0,0,0
45.0,35.0,4.0,450.0,1,6300.0,0,6999.145240402899,0,0,0,1,0,0,0,0
30.0,30.0,15.0,300.0,2,13500.0,0,15007.840711617117,0,0,0,0,0,0,1,0
22.0,12.0,13.0,650.0,2,3432.0,0,3077.6288046869913,0,0,0,0,0,0,1,0
66.0,51.0,10.0,3250.0,1,33660.0,0,38287.465301025775,1,0,0,0,0,0,0,0
55.0,40.0,12.0,400.0,2,26400.0,0,30605.26454004473,0,0,0,0,0,0,1,0
16.0,11.0,3.0,100.0,1,528.0,0,477.59934658928694,1,0,0,0,0,0,0,0
47.0,31.0,10.0,500.0,1,14570.0,0,16925.39408930867,0,0,0,0,0,0,0,1
45.0,35.0,15.0,3300.0,2,23625.0,0,25383.267567585142,0,0,0,0,0,0,0,1
42.0,36.0,16.0,2676.0,3,24192.0,0,19647.325063406854,0,0,0,0,1,0,0,0
23.0,29.0,9.0,2450.0,1,6003.0,0,6838.564612734281,0,0,0,1,0,0,0,0
29.0,16.0,7.0,400.0,2,3248.0,0,2922.918738547244,1,0,0,0,0,0,0,0
29.0,17.0,6.0,333.0,2,2958.0,0,2618.5279187847805,0,0,0,1,0,0,0,0
45.0,20.0,16.0,350.0,3,14400.0,0,15878.3598672675,0,0,0,0,0,0,0,1
16.0,26.0,30.0,900.0,1,12480.0,0,10268.218433273323,0,0,1,0,0,0,0,0
54.0,11.0,11.0,1100.0,1,6534.0,0,7377.35786337061,0,0,0,1,0,0,0,0
30.0,30.0,30.0,1050.0,2,27000.0,0,23853.588658786543,0,1,0,0,0,0,0,0
22.0,21.0,14.0,425.0,3,6468.0,0,7319.448417437387,0,1,0,0,0,0,0,0
20.0,14.0,7.0,350.0,3,1960.0,0,2185.649762796199,0,0,0,1,0,0,0,0
37.0,37.0,41.0,5275.0,2,56129.0,0,51378.32245045194,0,1,0,0,0,0,0,0
40.0,30.0,4.0,250.0,2,4800.0,0,5348.669236042952,0,0,0,1,0,0,0,0
38.0,38.0,39.0,1000.0,1,56316.0,0,52828.59940203934,0,0,0,0,0,0,0,1
17.0,23.0,7.0,550.0,2,2737.0,0,3198.802326377576,0,0,0,0,1,0,0,0
16.0,11.0,7.0,150.0,2,1232.0,0,1463.6895551373364,0,0,0,0,0,0,0,1
34.0,22.0,17.0,2500.0,1,12716.0,0,13371.647885629473,0,0,0,0,0,0,1,0
31.0,26.0,19.0,550.0,1,15314.0,0,13568.208735871616,0,0,0,0,0,0,0,1
30.0,30.0,30.0,1800.0,1,27000.0,0,25568.30210604329,0,0,0,0,1,0,0,0
30.0,35.0,30.0,1300.0,1,31500.0,0,33692.68361377251,0,0,0,0,0,1,0,0
16.0,11.0,2.0,250.0,3,352.0,0,364.98476049936323,0,0,0,1,0,0,0,0
50.0,16.0,16.0,1100.0,3,12800.0,0,14059.70810673586,0,0,0,1,0,0,0,0
52.0,52.0,22.0,9950.0,1,59488.0,0,55497.24297093342,0,0,0,1,0,0,0,0
102.0,12.0,48.0,11767.0,3,58752.0,0,47989.863421112284,0,0,0,0,0,0,1,0
19.0,17.0,28.0,1350.0,3,9044.0,0,7980.381932376301,0,0,0,1,0,0,0,0
16.0,16.0,10.0,1450.0,3,2560.0,0,2804.289982068499,0,0,0,0,1,0,0,0
18.0,16.0,13.0,193.0,2,3744.0,0,3245.4221559005478,0,0,0,0,1,0,0,0
30.0,24.0,3.0,800.0,1,2160.0,0,2387.82491678841,0,0,0,0,0,0,1,0
20.0,20.0,10.0,1550.0,3,4000.0,0,3646.815398692043,0,0,0,0,0,1,0,0
54.0,15.0,7.0,1700.0,2,5670.0,0,4690.045248242107,1,0,0,0,0,0,0,0
40.0,30.0,4.0,250.0,1,4800.0,0,4339.421372673477,0,0,0,0,0,1,0,0
16.0,16.0,10.0,200.0,3,2560.0,0,2784.4197947379453,0,0,0,0,0,0,0,1
43.0,26.0,21.0,900.0,3,23478.0,0,25164.33889661762,1,0,0,0,0,0,0,0
18.0,13.0,8.0,233.0,1,1872.0,0,1678.04925175102,1,0,0,0,0,0,0,0
19.0,11.0,4.0,300.0,2,836.0,0,979.9702164082297,0,0,0,0,1,0,0,0
20.0,20.0,20.0,250.0,3,8000.0,0,8867.868922450725,0,0,0,0,0,0,1,0
30.0,16.0,12.0,1150.0,2,5760.0,0,6785.69034873067,0,0,0,0,0,0,0,1
20.0,13.0,11.0,350.0,2,2860.0,0,2895.463961329611,0,1,0,0,0,0,0,0
